name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
سيارة آيسكريم | حديق الحمراء,"Park, Ice Cream Shop","حيّ الحمراء, الرياض 13216, المملكة العربية السعودية",24.770747,46.743339,,0.0,2,0,,
Deep Taste Burger,Food Truck,"حديقة الحمراء (شارع الدوحه), الرياض 13216, المملكة العربية السعودية",24.771359,46.742608,Cheap,0.0,0,0,,
Bc.Burgerconcept,Fast Food Restaurant,"Al Hamra (.), الرياض 13216, المملكة العربية السعودية",24.771516,46.742941,Cheap,0.0,0,0,,
Coffee Station,"Coffee Shop, Café, Gas Station","Alhamraa District, الرياض 13216, المملكة العربية السعودية",24.771542660004464,46.742876484019405,Cheap,3.0,23,0,,
Cokolado Cafe,Café,"Al HAMRA, الرياض 13216, المملكة العربية السعودية",24.770963,46.742773,Cheap,0.0,0,0,,
Caffe99.,Food Truck,"الرياض 12351, المملكة العربية السعودية",24.77601917475031,46.74638763759882,Cheap,0.0,0,0,,
Black Lion,Food Truck,"الرياض 13216, المملكة العربية السعودية",24.771579,46.742956,Cheap,0.0,0,0,,
شاهي الحمراء,Tea Room,"الحمراء (شارع الجامعة), الرياض 13216, المملكة العربية السعودية",24.771269,46.742919,Moderate,1.0,0,0,,
Riyadh Coffee Truck,"Food Truck, Coffee Shop","Hamra Park, الرياض 13216, المملكة العربية السعودية",24.77072067291801,46.74302064252821,Cheap,0.0,2,0,,
Arabian Shades / ظلال عربية,Coffee Shop,"الرياض 13216, المملكة العربية السعودية",24.771255,46.742589,Cheap,0.0,0,0,,
Pappr,Food Truck,المملكة العربية السعودية,24.771292000000006,46.743062,Cheap,0.0,0,0,,
Coffee Station,Café,المملكة العربية السعودية,24.771328,46.742645,Cheap,0.0,1,0,,
شاهي جمر بالمخ,Food Truck,"الرياض 13216, المملكة العربية السعودية",24.770597542399173,46.744276746102116,Cheap,1.0,1,0,,
Coffee Station,"Coffee Shop, Gas Station, Café","Alhamra District, الرياض 13216, المملكة العربية السعودية",24.772234,46.74202,Cheap,0.0,0,0,,
Address Cafe (عنوان القهوة),Coffee Shop,"الرياض, المملكة العربية السعودية",24.771847221410056,46.75550778655738,Cheap,267.0,663,47,8.8,328.0
Moroccan Taste (المذاق المغربي),Tea Room,"Khalid Bin Al Waleed Rd. (North), الرياض, المملكة العربية السعودية",24.77408680166268,46.75468110393016,Moderate,657.0,451,150,8.9,790.0
Saadeddin Pastry (حلويات سعد الدين),Dessert Shop,"King Abdullah Rd., الرياض, المملكة العربية السعودية",24.767298697809935,46.755696710297386,Cheap,29.0,36,10,6.2,45.0
Mihimihi (ميهي ميهي),Dessert Shop,"الرياض 13216, المملكة العربية السعودية",24.767019,46.755604,Cheap,0.0,0,0,,
دوك برجر,Burger Joint,المملكة العربية السعودية,24.7690604267183,46.751525928085634,Cheap,4.0,4,1,,
مطعم مدري وش اسمه,Restaurant,المملكة العربية السعودية,24.771442,46.756605,Moderate,0.0,0,0,,
أصل اللقيمات,Café,"الرياض 13217, المملكة العربية السعودية",24.771403,46.759022,Cheap,1.0,5,0,,
ستاربكس,Coffee Shop,"الرياض 13217, المملكة العربية السعودية",24.776065,46.753576,Cheap,3.0,2,1,,
تكوة,"General Entertainment, Office, Café","الرياض 13217, المملكة العربية السعودية",24.773685,46.756296,,0.0,0,0,,
The Lab,Food Truck,"الرياض 13216, المملكة العربية السعودية",24.767806526710377,46.757104024533646,Cheap,1.0,0,0,,
55 coffee shop (55 كوفي شوب),Café,"3384 Al Masani Street, الرياض, المملكة العربية السعودية",24.77449752620472,46.76259425995582,Cheap,14.0,25,3,7.3,21.0
فوال ولد الطائف,Breakfast Spot,"الرياض 13217, المملكة العربية السعودية",24.77504517890987,46.76407560384776,Cheap,11.0,8,4,6.1,21.0
تسالي,Fast Food Restaurant,"الرياض 13217, المملكة العربية السعودية",24.774004,46.762824,Cheap,1.0,0,0,,
مطعم بخاري,Restaurant,المملكة العربية السعودية,24.77663,46.762123,Moderate,4.0,4,0,,
ديوانية قطر,Café,"الرياض, المملكة العربية السعودية",24.776161635075674,46.765890429001466,Cheap,16.0,7,5,6.7,25.0
CAFFA Coffee,Coffee Shop,"الرياض 13217, المملكة العربية السعودية",24.770769,46.763401,Cheap,0.0,3,0,,
مطعم فرند,Burger Joint,"الرياض 13217, المملكة العربية السعودية",24.775183,46.764139,Cheap,14.0,23,8,7.9,17.0
Thai restaurant,Thai Restaurant,"الرياض 13217, المملكة العربية السعودية",24.773546,46.76203,Moderate,1.0,0,0,,
مخبز تميس,Bakery,المملكة العربية السعودية,24.774084,46.76295,Cheap,6.0,14,0,,
Marvellous (مارفيلوس),"Dessert Shop, Bakery, Residential Building (Apartment / Condo)","شارع المصانع (Khalid Bin Al Waleed St), Riyadh, المملكة العربية السعودية",24.773187,46.761704,Cheap,0.0,0,0,,
Marvellous (مارڤيلوس),"Bakery, Dessert Shop",المملكة العربية السعودية,24.77316729526077,46.76133642316029,Cheap,9.0,1,2,7.9,10.0
Marvellous مارفيلوس,Dessert Shop,"Al Hamra, الرياض 22370, المملكة العربية السعودية",24.773107,46.761572,Cheap,1.0,1,1,,
باجة - حلويات ومكسرات,Dessert Shop,المملكة العربية السعودية,24.77018244015977,46.760939620633785,Cheap,1.0,0,0,,
هيل و زعفران,Pastry Shop,"طريق الملك عبدالله, الرياض 13215, المملكة العربية السعودية",24.770596,46.766928,,18.0,10,3,7.2,24.0
حلويات خطاب,"Dessert Shop, Pastry Shop","الرياض 13215, المملكة العربية السعودية",24.771748,46.769294,Cheap,12.0,26,10,8.0,14.0
مطعم الضيافة البخاري,Diner,المملكة العربية السعودية,24.76863307903729,46.76177102000126,Cheap,1.0,0,1,,
فوال السعادة,Mediterranean Restaurant,"الحمراء, المملكة العربية السعودية",24.774321944438114,46.762479609872564,Moderate,3.0,0,0,,
مطعم بيت الحاشي,Middle Eastern Restaurant,المملكة العربية السعودية,24.768115,46.761231,Moderate,1.0,1,0,,
مشويات رجا الشام,BBQ Joint,المملكة العربية السعودية,24.7686710357666,46.76163864135742,Moderate,2.0,0,0,,
Elixir Bunn Coffee Roasters (‎مقهى و محمصة إكسير البن),Coffee Shop,"King Abdullah Rd., الرياض 13215, المملكة العربية السعودية",24.774227190101232,46.77379846572876,Cheap,1059.0,8025,164,9.3,1208.0
Starbucks (ستاربكس),Coffee Shop,"King Abdullah Rd (Next To Al Hamra Mall), الرياض 13215, المملكة العربية السعودية",24.774622480931054,46.77437822638854,Cheap,88.0,769,18,8.8,105.0
SAHAM Speciality Coffee (سهم - قهوة مختصة),Coffee Shop,"King Abdullah Rd, الرياض 13217, المملكة العربية السعودية",24.775377,46.774279,Cheap,39.0,383,11,8.0,51.0
Caféyato,"Coffee Shop, Café","King Abdullah Rd., الرياض 13215, المملكة العربية السعودية",24.773954430068013,46.77330493927002,Cheap,377.0,2493,123,8.9,481.0
PAUL (پول),"French Restaurant, Café","Al Hamra Mall, الرياض, المملكة العربية السعودية",24.773692980565855,46.77703806207631,Expensive,410.0,664,75,8.8,499.0
Costa Coffee,"Coffee Shop, Café, Corporate Coffee Shop","الرياض 13215, المملكة العربية السعودية",24.775195,46.775181,Cheap,3.0,29,0,6.9,4.0
Patchi,"Dessert Shop, Café","Gate 3, الرياض 13215, المملكة العربية السعودية",24.773505,46.777241,Cheap,12.0,89,4,8.1,17.0
Molten Chocolate Cafe (مولتن شوكلت كافيه),Café,"الحمراء مول, الرياض, المملكة العربية السعودية",24.774561894206144,46.7764780841289,Cheap,205.0,477,67,7.4,298.0
the chocolate room (ذا تشوكلت روم),"Café, Chocolate Shop, Dessert Shop","King Abdullah Road (AlHussain Bin Ali St.), الرياض, المملكة العربية السعودية",24.77420501981192,46.776305816255636,Cheap,68.0,274,24,7.8,99.0
Café Bateel (كافيه بتيل),Café,"King Abdullah Rd., الرياض, المملكة العربية السعودية",24.77526903090279,46.776069013463314,Cheap,323.0,484,107,8.3,416.0
So Souffle Cafe,Café,"King Abdullah Rd, الرياض 13215, المملكة العربية السعودية",24.774666375866428,46.773907573559796,Cheap,24.0,116,5,7.5,32.0
كوستا كوفي,Café,"الرياض 13215, المملكة العربية السعودية",24.774613,46.773885,Cheap,0.0,14,0,,
Mamma Roti Cafe (ماما روتي كافيه),Coffee Shop,المملكة العربية السعودية,24.774064833272828,46.77602827303873,Cheap,39.0,62,8,7.8,49.0
Charleys Philly Steak,Sandwich Place,"الحمراء مول, الرياض 13215, المملكة العربية السعودية",24.775101,46.775859,Cheap,0.0,1,1,,
لايف ويذ كاكاو,Café,"الحمرا مول (الملك عبدالله), الرياض 13215, المملكة العربية السعودية",24.774289000000003,46.776612,Cheap,1.0,23,0,,
The Pizza Company,Pizza Place,"الحمراء مول, الرياض 13215, المملكة العربية السعودية",24.774077,46.776287,Cheap,3.0,46,5,5.6,11.0
Golden Brasil Coffee,Café,"Al Hamra Mall, الرياض 13215, المملكة العربية السعودية",24.774041433502212,46.776149939154045,Cheap,20.0,129,22,7.2,43.0
Al Hamra Mall Foodcourt (قسم المطاعم الحمراء مول),Food Court,المملكة العربية السعودية,24.77506982335611,46.776042992716896,,19.0,20,2,7.8,24.0
Joy Box,Café,"الحمراء مول, الرياض 13215, المملكة العربية السعودية",24.774258,46.776594,Cheap,0.0,7,0,,
Crepeaffaire (كريب أفير),Creperie,"Gate 2 In The Middle (Inside Al Hamra Mall), الرياض 13215, المملكة العربية السعودية",24.774124,46.776219,,1.0,4,0,,
Woks (ووكس),Noodle House,"Al Hamra Mall (King Abdullah Rd), الرياض, المملكة العربية السعودية",24.775233,46.775969,Cheap,12.0,14,6,5.9,23.0
سينابون,Coffee Shop,"الحمراء مول, المملكة العربية السعودية",24.773672,46.776499,Cheap,14.0,10,1,8.3,14.0
Kanafandi (كنَفندي),Café,المملكة العربية السعودية,24.77489750618865,46.77572670914383,Cheap,21.0,25,10,7.0,32.0
Crepe & Dip,"Creperie, Coffee Shop","الرياض 13215, المملكة العربية السعودية",24.774121,46.775923,,1.0,19,1,,
Khattab Sweets,Bakery,"الرياض 13215, المملكة العربية السعودية",24.774055,46.773048,Cheap,1.0,11,0,,
Cu Specialty Coffee,Coffee Shop,"الرياض 13215, المملكة العربية السعودية",24.774336,46.775582,Cheap,0.0,1,0,,
Caffè Di Classe (كافيه دي كلاسيه),Café,"King Abdullah Rd. (Al Hamra Rd.), الرياض, المملكة العربية السعودية",24.774133983463955,46.77625056939181,Cheap,13.0,67,25,4.8,47.0
Bubbles Tree (شجرة الفقاعات),Bubble Tea Shop,"King Abdullah Rd, المملكة العربية السعودية",24.774935655282988,46.77584565777743,,36.0,26,11,7.9,48.0
Azal (أزال),Breakfast Spot,المملكة العربية السعودية,24.774881,46.77593,Cheap,3.0,4,1,,
Karam Express (كرم عالسريع),Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",24.77488,46.77597,Moderate,10.0,1,4,6.5,14.0
I Cream,Ice Cream Shop,"الرياض, المملكة العربية السعودية",24.774101,46.777521,Cheap,2.0,8,1,,
تسالي || Tsali,Cafeteria,المملكة العربية السعودية,24.773942,46.773001,,0.0,0,0,,
Kahve Dünyasi,Coffee Shop,"الرياض, المملكة العربية السعودية",24.773726,46.776929,Cheap,1.0,0,1,,
Cappuccino Café,Café,"Gate 4, الرياض 13215, المملكة العربية السعودية",24.774279,46.776666,Cheap,0.0,1,0,,
WOKX,Asian Restaurant,"الحمراء مول, الرياض 13215, المملكة العربية السعودية",24.774987,46.775804,Moderate,2.0,1,0,,
بقلاوة عنتاب الشهيرة,Dessert Shop,"الحمراء مول - الدور الثاني - مقابل سباركيز (الملك عبدالله), الرياض 13215, المملكة العربية السعودية",24.773173,46.776724,Cheap,6.0,10,4,6.8,9.0
Romaway,Italian Restaurant,"Hamra Mall, الرياض, المملكة العربية السعودية",24.774677,46.775917,Moderate,1.0,1,0,,
UpSide,"Food Stand, Coffee Shop","الحمراء مول, الرياض, المملكة العربية السعودية",24.774465,46.776724,,4.0,13,0,,
Simit Sarayi (سميت ساراي),"Café, Bakery","Al Hamra Mall, الرياض, المملكة العربية السعودية",24.775067741920708,46.77602222746872,Cheap,21.0,55,7,7.1,32.0
Crepe Station,Creperie,"الرياض, المملكة العربية السعودية",24.77431695837695,46.77567747297083,,21.0,15,2,7.4,27.0
Golden Babosati (بسبوستي الذهبية),Dessert Shop,"الرياض, المملكة العربية السعودية",24.773704446458716,46.77613798864867,Cheap,14.0,3,2,7.6,17.0
World Tea House,Tea Room,"الرياض 13215, المملكة العربية السعودية",24.773994,46.776119,Moderate,0.0,0,0,,
Takohut,Taco Place,"الرياض, المملكة العربية السعودية",24.774917,46.776085,Cheap,2.0,0,1,,
McDonald's,Fast Food Restaurant,"Al Hamra Mall, الرياض, المملكة العربية السعودية",24.775014,46.775572,Cheap,5.0,6,1,6.8,7.0
McDonald's (ماكدونالدز),Fast Food Restaurant,"King Abdullah Rd. (Andulrahman Al-Naser St.), الرياض, المملكة العربية السعودية",24.776297048437605,46.77719101065816,Cheap,130.0,94,13,7.1,211.0
The Cake House بيت الكيك,Bakery,"الرياض, المملكة العربية السعودية",24.77125368195724,46.78064029287098,Cheap,32.0,3,2,7.2,44.0
Muscle Growth,Restaurant,"Khalij District (Hassan Bin Husain Street), الرياض 13223, المملكة العربية السعودية",24.773934,46.778528,Moderate,7.0,70,3,8.1,8.0
Life With Cacao,"Restaurant, Café","الرياض 13223, المملكة العربية السعودية",24.776449,46.779498,Moderate,4.0,44,1,,
Venue Cafe (قهوة المكان),"Coffee Shop, Café","الرياض, المملكة العربية السعودية",24.773993395823744,46.783690452575684,Cheap,0.0,1,1,,
Chkcolata cafe,Café,"King Fahad Road., المملكة العربية السعودية",24.77193382767765,46.781799620620745,Cheap,9.0,0,0,7.4,12.0
"Dunkin' Donuts,",Donut Shop,"الرياض 13215, المملكة العربية السعودية",24.771728,46.77970300000001,Cheap,0.0,0,0,,
Shekshack,Juice Bar,"Abdulaziz Ben Besher (شارع عبدالعزيز بن عبدالرحمن البشر), الرياض, المملكة العربية السعودية",24.775098842845768,46.787140777123966,Cheap,35.0,36,7,7.7,49.0
The Fitness Meals (وجبات اللياقة),"Restaurant, Food Service, Health Food Store","2995 Abdulaziz Bin Abdulrahman Bin Beshr Street, الرياض 13223, المملكة العربية السعودية",24.774147,46.78622,Moderate,1.0,7,0,,
Blue Fig Cafe,Café,المملكة العربية السعودية,24.77322946657452,46.78448393679432,Cheap,10.0,17,1,6.5,17.0
المطعم الأليم للأكلات الشعبية,Middle Eastern Restaurant,المملكة العربية السعودية,24.772664,46.779625,Moderate,1.0,0,0,,
رمان,"Restaurant, Juice Bar","الرياض 13223, المملكة العربية السعودية",24.772373,46.786928,Moderate,0.0,1,0,,
مطعم البخاري,Afghan Restaurant,المملكة العربية السعودية,24.771221,46.780744,Moderate,2.0,0,0,,
house of sandwiches (بيت السندوتشات),Burger Joint,"حي الخليج (طريق الشيخ الحسن بن الحسين بن علي), الرياض, المملكة العربية السعودية",24.772247230889693,46.779704689979546,Cheap,11.0,3,5,6.9,15.0
كبسة الطيبين,Middle Eastern Restaurant,المملكة العربية السعودية,24.77244,46.779321,Moderate,0.0,2,0,,
اهل الكيف,Tea Room,"Al Khaleej, Riyadh, الرياض, المملكة العربية السعودية",24.77233780660959,46.7826171876568,Moderate,1.0,7,1,,
مطعم الحديدي للأكلات الشعبية,Afghan Restaurant,"الرياض, المملكة العربية السعودية",24.771103,46.781197,Moderate,0.0,0,0,,
مطعم باكستاني pak house,Pakistani Restaurant,المملكة العربية السعودية,24.772489,46.779646,,1.0,3,2,,
حلويات قصر تولين,Bakery,"الرياض 13223, المملكة العربية السعودية",24.771816,46.782401,Cheap,0.0,0,0,,
Sweet House بيت الحلا,Dessert Shop,"شارع عبدالعزيز بن بشر, الرياض, المملكة العربية السعودية",24.77568364861939,46.788097938672024,Cheap,6.0,15,3,6.8,9.0
تسالي صحيوح,"Fast Food Restaurant, Snack Place","Alkhaleej District - After Abdulrahman Alfaisal's School, الرياض 13223, المملكة العربية السعودية",24.774982,46.790654,Cheap,0.0,0,0,,
مخمخة,Food Truck,"Wonderland (Airport rd), الرياض, المملكة العربية السعودية",24.772827582989716,46.79334603312744,Cheap,0.0,0,0,,
Starbucks Loza,Coffee Shop,"الرياض 13223, المملكة العربية السعودية",24.772762,46.792695,Cheap,0.0,2,0,,
مزاد الأسماك,Seafood Restaurant,"حي الخليج, المملكة العربية السعودية",24.771640626013042,46.80056673451662,Expensive,31.0,36,9,7.7,41.0
قهوتنا,"Café, Coffee Shop","الرياض 13223, المملكة العربية السعودية",24.774964,46.795122,Cheap,0.0,1,0,,
Project Coffee,Coffee Shop,"الرياض 13224, المملكة العربية السعودية",24.771534321753816,46.8044515004971,Cheap,26.0,166,8,7.1,38.0
Coffee 80percent,"Coffee Shop, Café","الرياض 13223, المملكة العربية السعودية",24.773399,46.802258,Cheap,1.0,15,3,,
BLEACHERS CAFE (مقهى دكة البدلاء),Café,"Salman Al-Farsi, Riyadh, المملكة العربية السعودية",24.773607006061763,46.80208677098248,Cheap,3.0,5,2,,
Tale Tone| تَيل تُون,Coffee Shop,"الرياض 13223, المملكة العربية السعودية",24.773616,46.802354,Cheap,0.0,0,0,,
Tale Tone Coffee,Café,"الرياض 13223, المملكة العربية السعودية",24.77356,46.80216400000001,Cheap,1.0,9,1,,
Ice Dream,Ice Cream Shop,"الرياض 13224, المملكة العربية السعودية",24.770454,46.805082,Cheap,3.0,8,2,,
شيل و مشّي,Fast Food Restaurant,"Salman Alfarisi Street (Stop&look), الرياض 13223, المملكة العربية السعودية",24.771397,46.804031,Cheap,0.0,1,0,,
Domino's Pizza (دومينوز بيتزا),Pizza Place,"Salman Alfarsi St., الرياض, المملكة العربية السعودية",24.774068420687136,46.80157374469511,Cheap,38.0,4,8,7.1,51.0
مشروع القهوة,Café,"شارع سلمان الفارسي (.), الرياض 13224, المملكة العربية السعودية",24.771492,46.804316,Cheap,1.0,4,0,,
Domino's Pizza,Pizza Place,"7913 Salman Al Farsi St, Beside Hyper Panda, Al Khaleej, الرياض 13223, المملكة العربية السعودية",24.773915,46.801487,Cheap,0.0,0,0,,
البرجر المشوي,Burger Joint,المملكة العربية السعودية,24.770717,46.81286400000001,Cheap,0.0,0,0,,
مطعم سمك وأسماك,Seafood Restaurant,المملكة العربية السعودية,24.76610002670589,46.80833716402084,Expensive,4.0,3,2,5.4,10.0
مطعم سوق السمك,Seafood Restaurant,"حي الخليج (شارع الامير بندر بن عبدالعزيز), الرياض, المملكة العربية السعودية",24.76992104150336,46.81097088274605,Expensive,1.0,1,1,,
Fresca || فريسكا,Juice Bar,"الرياض 13222, المملكة العربية السعودية",24.77044,46.812721,Cheap,0.0,3,0,,
مطاعم ومطابخ مذاق النادي,Middle Eastern Restaurant,المملكة العربية السعودية,24.769017,46.810606,Moderate,0.0,2,0,,
مخبز عراقي,Bakery,المملكة العربية السعودية,24.772207,46.81425,Cheap,17.0,8,1,8.0,22.0
فوال الاخلاص,Breakfast Spot,المملكة العربية السعودية,24.772996700726704,46.814062727928324,Cheap,50.0,21,13,8.2,61.0
خبز بغلف (باكستاني) - Baklaf Bread,Bakery,المملكة العربية السعودية,24.773125854587864,46.816068489149025,Cheap,6.0,2,0,,
Galaxy restaurant,Indian Restaurant,المملكة العربية السعودية,24.77148824267859,46.81487679468279,Moderate,3.0,1,0,,
مطعم الشطب للمشويات,"Middle Eastern Restaurant, Afghan Restaurant",المملكة العربية السعودية,24.77323001902884,46.81718142798975,Moderate,16.0,16,6,7.4,20.0
بروستد لذيذ,American Restaurant,المملكة العربية السعودية,24.769133,46.810259,Moderate,2.0,0,0,,
Ghanaj Resturant (مطاعم غنج),Middle Eastern Restaurant,"Salman Al Farsi Road, الرياض 13245, المملكة العربية السعودية",24.766877,46.80786,Moderate,0.0,0,0,,
ريوق تايم ^_^,Bakery,"^^, المملكة العربية السعودية",24.77423304632911,46.81712306769071,Cheap,3.0,0,0,,
دار المهيلة للقهوة العربية,Coffee Shop,المملكة العربية السعودية,24.77580487032516,46.82094905592242,Cheap,2.0,3,0,,
Altabaq Alshame الطبق الشامي,Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",24.77394787483995,46.81831954452266,Moderate,8.0,8,2,8.3,8.0
alaturka resturant (مطعم الاتوركا),Turkish Restaurant,"الرياض 13224, المملكة العربية السعودية",24.774394,46.818366,Moderate,3.0,4,3,,
Juice & Coffee House,Juice Bar,"النهضه (الامير بندر بن عبدالعزيز), الرياض 13222, المملكة العربية السعودية",24.774062,46.818383,Cheap,0.0,17,0,,
Wings Wings Chicken Truck,Food Truck,"الرياض 13512, المملكة العربية السعودية",24.774387777961287,46.818220231134774,Cheap,6.0,8,1,,
Baba bread (خبز بابا),Bakery,المملكة العربية السعودية,24.77098132821116,46.813410860013285,Cheap,3.0,1,1,,
O' CAFE,Café,"الرياض 13222, المملكة العربية السعودية",24.774051,46.818436,Cheap,0.0,0,0,,
Stories Countrysid (حكايا الريف),"Pastry Shop, Sandwich Place","Al Khaleej (Bandar Bin Abdulaziz St), الرياض 13224, المملكة العربية السعودية",24.771004,46.812838,,5.0,5,4,,
مطعم ركن البصرة,Middle Eastern Restaurant,المملكة العربية السعودية,24.77116550956544,46.813477062594394,Moderate,2.0,0,1,,
لمسة كرم,Middle Eastern Restaurant,"الرياض, الخليج, المملكة العربية السعودية",24.773601696426482,46.823498299623864,Moderate,1.0,0,0,,
تنور الامور,Middle Eastern Restaurant,المملكة العربية السعودية,24.770876,46.813418,Moderate,0.0,2,0,,
Rookey Chicken (رووكي تشيكن),"Fried Chicken Joint, Burger Joint, Fast Food Restaurant","Prince Bandar Bin Abdulaziz Street, الرياض 13224, المملكة العربية السعودية",24.770972,46.812885,Cheap,1.0,1,1,,
اكلات مصرية,Egyptian Restaurant,"An Nahdha, الرياض 13222, المملكة العربية السعودية",24.771442,46.814327,,0.0,0,0,,
فوال مدري شسمه,Afghan Restaurant,المملكة العربية السعودية,24.776664,46.823397,Moderate,1.0,7,1,,
اربيكا,Café,"طريق الشيخ جابر, المملكة العربية السعودية",24.773808397148727,46.826988938995314,Cheap,4.0,2,0,,
مطعم صاج الخليج,Shawarma Place,"طريق الامير بندر بن عبدالعزيز, الرياض 13222, المملكة العربية السعودية",24.776046,46.821745,,0.0,0,0,,
مخبز بصمة ( مفرود - صامولي - شابورة ),Bakery,"الرياض 13222, المملكة العربية السعودية",24.774443,46.82572,Cheap,2.0,0,0,,
مطعم ريف دمشق الذهبي,Syrian Restaurant,"الرياض 13222, المملكة العربية السعودية",24.774734,46.825592,,0.0,0,0,,
Shawarma Way (شاورما واي),Shawarma Place,"Prince Bander Bin Abdulaziz, الرياض 13222, المملكة العربية السعودية",24.776626,46.822988,,0.0,0,0,,
فوال فلافل,Falafel Restaurant,المملكة العربية السعودية,24.77644920349121,46.83523941040039,Cheap,0.0,0,0,,
شاي جوزي. ف,Tea Room,"Wadi Hanifa (عرقة), Riydah, المملكة العربية السعودية",24.779073,46.530339,Moderate,0.0,1,0,,
Coffee Day (يوم القهوة),"Coffee Shop, Café","الدرعيه (طريق صلبوخ), الرياض, المملكة العربية السعودية",24.7805312672015,46.5707100693994,Cheap,160.0,83,18,8.5,194.0
Bulb Burger Truck,"Food Truck, Burger Joint","الرياض, المملكة العربية السعودية",24.779367063649286,46.569086116047316,Cheap,9.0,5,3,7.4,12.0
شاهي أبو وليد,"Café, Tea Room","Wadi Abu Ali Street, الرياض 12383, المملكة العربية السعودية",24.777035,46.576996,Cheap,14.0,79,2,8.6,14.0
Coffee Day 24/7,Coffee Shop,المملكة العربية السعودية,24.780990183554568,46.57217786740539,Cheap,4.0,6,0,,
Java Time,Coffee Shop,المملكة العربية السعودية,24.776721399964504,46.57619225460611,Cheap,2.0,0,1,,
لا يوقف ترك,Food Truck,"الرياض, المملكة العربية السعودية",24.776809675981468,46.58759243360497,Cheap,0.0,0,0,,
بيتزاهت,Pizza Place,المملكة العربية السعودية,24.77704022207721,46.58738059803543,Cheap,3.0,0,0,,
شاهي النادر,Tea Room,"الرياض 13531, المملكة العربية السعودية",24.77670142817345,46.59684569568558,Moderate,29.0,138,6,8.7,32.0
Coffee Day Express,Coffee Shop,"Saud Bin Faisal St. (Imam Saud Bin Faisal Rd.), الرياض, المملكة العربية السعودية",24.778316832614664,46.592697027592706,Cheap,54.0,25,3,7.9,70.0
شاهي وتشباتي ابو فهد,"Coffee Shop, Tea Room, Sandwich Place","Huttin (Turki Alawwal Road), الرياض 13517, المملكة العربية السعودية",24.77807529778903,46.595921152285264,Cheap,185.0,445,22,9.1,206.0
2shots,"Café, Food Truck","الرياض 13516, المملكة العربية السعودية",24.777075,46.596726,Cheap,1.0,4,0,,
ابريق الكيف,Tea Room,"الرياض 13517, المملكة العربية السعودية",24.776867314996718,46.59630114260902,Moderate,8.0,43,2,7.6,9.0
أوتار,Café,"الرياض 13516, المملكة العربية السعودية",24.777719,46.596872,Cheap,0.0,5,0,,
Coffee Day,Coffee Shop,المملكة العربية السعودية,24.778466960051034,46.592648510153246,Cheap,4.0,8,1,,
Befor 7,Food Truck,"Turki Alwwal, الرياض 13522, المملكة العربية السعودية",24.779389889809032,46.59549689864773,Cheap,0.0,1,0,,
شاهي الطيبين,"Tea Room, Coffee Shop","الرياض 13516, المملكة العربية السعودية",24.777657513790583,46.59655326400385,Moderate,7.0,29,0,,
كرك ابو وليد,Coffee Shop,"الرياض 13516, المملكة العربية السعودية",24.777588,46.595993,Cheap,3.0,3,1,,
تشباتي الحلو,Coffee Shop,"تركي الاول (الامام سعود بن فيصل), الرياض 13517, المملكة العربية السعودية",24.77836,46.595888,Cheap,0.0,1,0,,
شاي حطب,Tea Room,"الرياض 13516, المملكة العربية السعودية",24.776943,46.59624,Moderate,0.0,0,0,,
Golden Way,"Food Truck, Burger Joint","T1 (T), الرياض 13531, المملكة العربية السعودية",24.776672888251966,46.59770039197584,Cheap,0.0,0,0,,
شاهي كمبوتشا,Café,"الرياض 13516, المملكة العربية السعودية",24.774226,46.597687,Cheap,0.0,0,0,,
تشباتي محيوف,Food Stand,"حطين (تركي الاول), الرياض 13517, المملكة العربية السعودية",24.773991,46.59715900000001,,0.0,0,0,,
الوان الشاي || Colors Tea,Coffee Shop,"الرياض 13531, المملكة العربية السعودية",24.779654,46.596186,Cheap,2.0,0,1,,
Gvo Good Vibes Only,Coffee Shop,"الرياض 13516, المملكة العربية السعودية",24.775176,46.597273,Cheap,0.0,0,0,,
Mezaj Alkif,Café,"الرياض (تركي الاول), الرياض 13516, المملكة العربية السعودية",24.77609073050517,46.597003352699204,Cheap,12.0,13,0,8.1,12.0
شباتي محيوف,Food Stand,"حطين (تركي الاول), الرياض 13517, المملكة العربية السعودية",24.774726,46.596943,,3.0,3,1,,
Blend Sweet & Coffee,Coffee Shop,"الرياض 13516, المملكة العربية السعودية",24.774142,46.597536,Cheap,3.0,8,1,,
Macdonald’s truck,Burger Joint,"الرياض 13516, المملكة العربية السعودية",24.778746,46.596945,Cheap,0.0,2,0,,
CORTADO TRUCK,Food Truck,"طريق النهضة, الرياض 12823, المملكة العربية السعودية",24.781013056936626,46.59059118052011,Cheap,5.0,19,3,,
FRIDA,"Mexican Restaurant, Middle Eastern Restaurant","الرياض 13517, المملكة العربية السعودية",24.776676,46.59627800000001,Cheap,0.0,0,0,,
Hammer Burger,Burger Joint,"T1 5yooo, الرياض 13517, المملكة العربية السعودية",24.774785,46.59687,Cheap,0.0,0,0,,
Sweet Tooth,Ice Cream Shop,"الرياض 13516, المملكة العربية السعودية",24.774014,46.597592,Cheap,4.0,8,0,,
